,cagr,mdd
1985-10-29,18.326599143914702,-36.840152621376575
1985-10-30,18.328116822193397,-36.840152621376575
1985-10-31,18.329634751313595,-36.840152621376575
1985-11-01,18.331152931337357,-36.840152621376575
1985-11-02,18.332671362326792,-36.840152621376575
1985-11-04,18.33570897745105,-36.840152621376575
1985-11-05,18.337228161710172,-36.840152621376575
1985-11-06,18.338747597183524,-36.840152621376575
1985-11-07,18.340267283933276,-36.840152621376575
1985-11-08,18.341787222021644,-36.840152621376575
1985-11-09,18.343307411510867,-36.840152621376575
1985-11-11,18.346348544940927,-36.840152621376575
1985-11-12,18.347869489006307,-36.840152621376575
1985-11-13,18.349390684721676,-36.840152621376575
1985-11-14,18.35091213214939,-36.840152621376575
1985-11-15,18.352433831351746,-36.840152621376575
1985-11-16,18.353955782391186,-36.840152621376575
1985-11-18,18.35700044023083,-36.840152621376575
1985-11-19,18.358523147155893,-36.840152621376575
1985-11-20,18.360046106167726,-36.840152621376575
1985-11-21,18.361569317328797,-36.840152621376575
1985-11-22,18.363092780701606,-36.840152621376575
1985-11-23,18.364616496348685,-36.840152621376575
1985-11-25,18.367664684715844,-36.840152621376575
1985-11-26,18.36918915756105,-36.840152621376575
1985-11-27,18.37071388293081,-36.840152621376575
1985-11-28,18.37223886088777,-36.840152621376575
1985-11-29,18.373764091494515,-36.840152621376575
1985-11-30,18.37528957481378,-36.840152621376575
1985-12-02,18.378341299840486,-36.840152621376575
1985-12-03,18.3798675416734,-36.840152621376575
1985-12-04,18.381394036469658,-36.840152621376575
1985-12-05,18.382920784292047,-36.840152621376575
1985-12-06,18.38444778520334,-36.840152621376575
1985-12-07,18.385975039266334,-36.840152621376575
1985-12-09,18.389030307098864,-36.840152621376575
1985-12-10,18.39055832099412,-36.840152621376575
1985-12-11,18.39208658829252,-36.840152621376575
1985-12-12,18.393615109057016,-36.840152621376575
1985-12-13,18.395143883350528,-36.840152621376575
1985-12-14,18.39667291123601,-36.840152621376575
1985-12-16,18.39973172803482,-36.840152621376575
1985-12-17,18.401261517074154,-36.840152621376575
1985-12-18,18.4027915599575,-36.840152621376575
1985-12-19,18.404321856747895,-36.840152621376575
1985-12-20,18.405852407508426,-36.840152621376575
1985-12-21,18.40738321230222,-36.840152621376575
1985-12-23,18.41044558424203,-36.840152621376575
1985-12-24,18.41197715151437,-36.840152621376575
1985-12-26,18.415041048979795,-36.840152621376575
1986-01-04,18.42884118829209,-36.840152621376575
1986-01-06,18.431910689095332,-36.840152621376575
1986-01-07,18.43344582212898,-36.840152621376575
1986-01-08,18.434981210335266,-36.840152621376575
1986-01-09,18.436516853777697,-36.840152621376575
1986-01-10,18.438052752519795,-36.840152621376575
1986-01-11,18.43958890662507,-36.840152621376575
1986-01-13,18.44266198117952,-36.840152621376575
1986-01-14,18.444198901755883,-36.840152621376575
1986-01-15,18.445736077949793,-36.840152621376575
1986-01-16,18.447273509824957,-36.840152621376575
1986-01-17,18.448811197444993,-36.840152621376575
1986-01-18,18.450349140873602,-36.840152621376575
1986-01-20,18.453425795411448,-36.840152621376575
1986-01-21,18.454964506648142,-36.840152621376575
1986-01-22,18.45650347394838,-36.840152621376575
1986-01-23,18.458042697375987,-36.840152621376575
1986-01-24,18.459582176994726,-36.840152621376575
1986-01-25,18.46112191286846,-36.840152621376575
1986-01-27,18.464202153636357,-36.840152621376575
1986-01-28,18.46574265865828,-36.840152621376575
1986-01-29,18.46728342019077,-36.840152621376575
1986-01-30,18.46882443829776,-36.840152621376575
1986-01-31,18.470365713043215,-36.840152621376575
1986-02-01,18.47190724449108,-36.840152621376575
1986-02-03,18.474991077750236,-36.840152621376575
1986-02-04,18.476533379689553,-36.840152621376575
1986-02-05,18.47807593858748,-36.840152621376575
1986-02-06,18.4796187545081,-36.840152621376575
1986-02-07,18.481161827515514,-36.840152621376575
1986-02-08,18.482705157673852,-36.840152621376575
1986-02-10,18.48579258969998,-36.840152621376575
1986-02-11,18.487336691696132,-36.840152621376575
1986-02-12,18.48888105109998,-36.840152621376575
1986-02-13,18.490425667975742,-36.840152621376575
1986-02-14,18.49197054238767,-36.840152621376575
1986-02-15,18.493515674400072,-36.840152621376575
1986-02-17,18.496606711483544,-36.840152621376575
1986-02-18,18.49815261668326,-36.840152621376575
1986-02-19,18.499698779740783,-36.840152621376575
1986-02-20,18.50124520072052,-36.840152621376575
1986-02-21,18.502791879686864,-36.840152621376575
1986-02-22,18.50433881670426,-36.840152621376575
1986-02-24,18.50743346515,-36.840152621376575
1986-02-25,18.508981176707362,-36.840152621376575
1986-02-26,18.510529146573695,-36.840152621376575
1986-02-27,18.51207737481355,-36.840152621376575
1986-02-28,18.5136258614915,-36.840152621376575
1986-03-03,18.51827287279988,-36.840152621376575
1986-03-04,18.51982239387624,-36.840152621376575
1986-03-05,18.521372173713836,-36.840152621376575
1986-03-06,18.522922212377345,-36.840152621376575
1986-03-07,18.524472509931478,-36.840152621376575
1986-03-08,18.526023066440956,-36.840152621376575
1986-03-11,18.530676290349234,-36.840152621376575
1986-03-12,18.532227883327934,-36.840152621376575
1986-03-13,18.533779735585966,-36.840152621376575
1986-03-14,18.535331847188207,-36.840152621376575
1986-03-15,18.536884218199546,-36.840152621376575
1986-03-17,18.53998973870916,-36.840152621376575
1986-03-18,18.541542888337315,-36.840152621376575
1986-03-19,18.54309629763431,-36.840152621376575
1986-03-20,18.54464996666514,-36.840152621376575
1986-03-21,18.54620389549484,-36.840152621376575
1986-03-22,18.547758084188427,-36.840152621376575
1986-03-24,18.55086724142754,-36.840152621376575
1986-03-25,18.552422210103224,-36.840152621376575
1986-03-26,18.55397743890319,-36.840152621376575
