Date,nasdaq100_UH,us500_Hx2,kbond20y,kodex200x2,usdkrwx2
1999-02-25,10357.728183214029,9113.65578577001,15247.450865654708,2434.1755586574345,9275.23596602859
1999-02-26,10095.969399883614,9015.097272337274,15279.588202940866,2638.102409838648,9268.32067572152
1999-03-02,9910.818477347948,8827.360760498383,15437.675041911947,2779.9374627354773,9281.860626823678
1999-03-03,10009.634285646664,8858.458063040931,15511.500112596284,2785.219499355973,9357.576028519989
1999-03-04,10269.168449026109,9131.184187294695,15585.747169889764,2762.158534812942,9513.531623571593
1999-03-05,10483.87609918811,9552.906056087884,15660.419102762711,2823.259547200584,9548.750001646418
1999-03-08,10801.475553641932,9661.012416227268,15873.413316910275,3176.789301695104,9507.138417199802
1999-03-09,10740.63980688968,9616.827797761463,15949.748703437976,3187.859896448852,9451.802881529393
1999-03-10,10772.300484691834,9721.376250003164,16026.523384255714,3147.863322961092,9415.752666208746
1999-03-11,10774.203011828888,9884.50238276962,16103.740387328871,3288.4982898903804,9371.368290873226
1999-03-12,10620.881932195996,9836.760822544078,16181.402764957316,3387.7876911290296,9425.37066459584
1999-03-15,10866.024417649309,10028.640345868454,16403.441550992575,3402.318473138667,9380.19694630808
1999-03-16,10863.337401663492,10014.461902178087,16482.850357708918,3514.9119196856927,9258.897719302186
1999-03-17,10856.993951319751,9882.546744796866,16562.719789996867,3499.442764635443,9327.72273333046
1999-03-18,11022.20234104226,10167.129362397269,16643.053048240712,3248.233704100652,9267.57255110091
1999-03-19,10694.520071285657,9899.860756165896,16723.853358739667,3531.285419242798,9146.990725951007
1999-03-22,10623.596419498506,9864.44782166844,16955.39426208712,3572.9946091600154,9264.33408757731
1999-03-23,10299.617885660547,9333.372813561156,17038.028826729107,3650.4292463024176,9302.879015616332
1999-03-24,10556.25924458881,9428.136399481204,17121.14658198987,3616.266981125153,9272.413693496504
1999-03-25,10893.620304533752,9745.589519936872,17204.750912011572,3611.245332451632,9224.561090808742
1999-03-26,10833.17635168618,9636.295240099043,17288.84522854795,3595.9445156363263,9265.293900964994
1999-03-29,11261.081972876718,10046.84776631131,17530.372721434098,3493.660698202388,9303.088116877394
1999-03-30,11137.787591924816,9901.697538440823,17616.394290091852,3690.883518212589,9264.265186874209
1999-03-31,11077.288603943696,9682.099781732995,17702.922930101642,3701.815347557801,9333.130099391714
1999-04-01,11258.682330807362,9792.088503739542,17789.962221542406,3915.8608964620735,9288.157973549534
1999-04-02,11266.96077369766,9792.088503739542,17720.71843693498,4037.289978296949,9302.480469248245
1999-04-06,11635.315502894631,10155.611771671516,17435.093770636104,4287.447343789302,9281.880383756265
1999-04-07,11500.840337981705,10293.6340059799,17367.897148675806,4372.512406721473,9290.12970981278
1999-04-08,11652.056109889125,10558.097748020946,17301.091542173366,4473.993547151574,9260.43338949388
1999-04-09,11682.920884778496,10626.04549967513,17234.674218486827,4555.616638945643,9245.938656894868
1999-04-12,11604.017355359148,10787.357900524546,17024.1939890122,4585.767285853813,9231.45421841979
1999-04-13,11359.804759110792,10646.72858277537,16959.35444857283,4587.676758816233,9209.413310748412
1999-04-14,10936.54837524417,10308.74002149573,16894.889560754484,4555.667786410279,9126.933213454544
1999-04-15,11122.157770536727,10221.28793332045,16830.79672588562,5014.05955618089,9157.682196491958
1999-04-16,10874.111352047345,10161.10305523819,16767.073365398588,5057.293891288727,9173.410690634846
1999-04-19,10182.857706748966,9705.59429264374,16564.543519270625,5636.320123096826,9045.819238745087
1999-04-20,10311.56156381723,9956.183442710531,16502.323586923274,5692.518597777208,8709.354092712632
1999-04-21,10740.348352528712,10412.094319795357,16440.460254246314,5290.742572899897,8783.472848443773
1999-04-22,11164.564702276992,10765.183542389324,16378.95106730748,5249.773995911422,8828.386657084764
1999-04-23,11273.94279300538,10733.24332956546,16317.7935919483,5399.699875438255,8784.616317370168
1999-04-26,11481.63481007223,10782.988699079058,16122.842033770632,5764.557921637692,8711.42348477628
1999-04-27,11185.60651261513,10826.026389877956,16063.117702904436,6026.855579267402,8675.288668193709
1999-04-28,10866.53964717796,10636.388508036907,16003.732917509524,5966.602139790496,8624.553557312836
1999-04-29,10677.34255801354,10508.434003348217,15944.685360302225,5401.098335434129,8573.963596088277
1999-04-30,10882.52933759592,10387.995132939028,15885.972732534392,5400.554080664858,8764.21707139868
1999-05-03,10908.802521959376,10689.94417046814,15822.54410323616,5457.963779487823,8794.339820842015
1999-05-04,10758.851526704902,10332.057616056169,15826.587289489247,5668.943588641102,8887.306709316488
1999-05-06,10713.031884651991,10328.74970767121,15835.760941581882,6248.1136054822055,8973.34283480542
1999-05-07,10914.54952680079,10528.881423581715,15839.811663128336,6249.049449294305,8973.98378786505
1999-05-10,10988.087133917115,10454.587158871916,15838.827218093253,6305.860200523232,8951.490192326683
1999-05-11,11176.791676286151,10692.72253664486,15842.884268765712,5797.057783562796,8915.606580242966
1999-05-12,11470.07664331744,10824.35800050544,15846.943745146518,5673.927819247105,9038.986428536817
1999-05-13,11263.42947227356,10880.131229751623,15851.005648551578,5222.1681809643405,9028.396537262934
1999-05-14,10998.332746014416,10405.863663221891,15855.069980297763,5158.04665705868,9051.500120583769
1999-05-17,11253.158802522425,10431.451558110884,15854.096761264764,4879.203286497353,9040.902556777992
1999-05-18,11110.081681127996,10334.64781847424,15858.167435281634,5034.7617843882645,8947.899044494365
1999-05-19,11241.668768044236,10503.079379353883,15862.24054221575,5113.085553286223,8937.357964757857
1999-05-20,10960.280463140352,10417.985151467024,15866.31608338868,4745.802978364262,8867.227520076252
1999-05-21,10813.560615775028,10284.377155539729,15870.394060122946,4770.893294912796,8841.889934206722
1999-05-24,10469.918731230791,9918.164842956112,15869.432084187472,4571.659295612183,8727.667700178477
1999-05-25,10598.425181823177,9579.717221957711,15873.516416403254,4612.058122057218,9486.578555978676
1999-05-26,10479.95279913472,9882.781495334386,15877.603188776264,4893.833552374135,8781.706268045496
1999-05-27,10442.488526408017,9528.390429129704,15881.692402633746,4983.450494713508,8744.72924901148
1999-05-28,10620.961545478896,9831.576017315443,15885.784059303916,5059.748716571676,8707.091773076312
1999-05-31,10625.439751637126,9831.576017315443,15884.833343698543,5112.79661552284,8715.056198208507
1999-06-01,10307.858904180795,9716.42418129316,15888.931369127382,5358.460869173732,8728.167087216094
1999-06-02,10546.133705018065,9724.02749347609,15882.446049203889,5660.77972999273,8712.616363645608
1999-06-03,10309.995441878886,9794.415843019062,15875.972819702649,5707.403337913275,8693.4055729223
1999-06-04,10702.152135907265,10218.98261993938,15869.5116663872,5990.077831941939,8679.351019894879
1999-06-07,10919.42801848785,10322.503693273256,15836.922322314344,6664.390461428351,8676.304932981651
1999-06-08,10535.75974602509,10055.877274958411,15830.51470433735,6842.5666141196,8596.283051589233
1999-06-09,10671.960294155891,10075.199644515558,15824.119081757057,6038.383490753912,8421.760575000631
1999-06-10,10485.854364515995,9832.7703697627,15817.735440528686,6828.723911776676,8425.97351893934
1999-06-11,10318.571528007917,9693.53968860282,15811.363766637203,6709.542595525658,8443.192513820757
1999-06-14,10174.215690061535,9698.280664030566,15779.012324300007,6288.356567038402,8481.404474340272
1999-06-15,10281.196291860504,9804.952568011817,15772.693709345993,6009.717142768686,8416.76871606604
1999-06-16,10817.994077075784,10245.120621216673,15766.386982072458,6395.413147255095,8402.926724271518
1999-06-17,10953.264718736327,10390.589075256325,15760.092128653603,6437.203471689886,8432.390571706319
1999-06-18,10998.050546246925,10435.485141254516,15753.80913529297,6521.513531539815,8389.620109124638
1999-06-21,11332.658993783538,10530.52294139544,15721.693281078784,7009.456914528751,8419.062066832781
1999-06-22,10977.519505758004,10324.978731965835,15715.462876293866,7121.564821762049,8325.757116209217
1999-06-23,11157.35421574688,10280.691635581436,15709.244253028472,7327.075239323117,8376.636800042954
1999-06-24,10839.188535690952,10013.467490816043,15703.037397672852,7139.886448324115,8305.1780404899
1999-06-25,10820.183002744454,10005.638752513058,15696.84229664616,7217.350300130495,8269.895768397804
1999-06-28,11122.617746394992,10248.99689861884,15664.959744754247,7561.692678650646,8291.966723987487
1999-06-29,11308.984848235914,10557.77271735354,15658.816767901137,7467.549354593178,8303.313827978596
1999-06-30,11394.326403652933,10889.234609535564,15652.685467941345,7226.721110787535,8307.494441299788
1999-07-01,11590.754678350031,11019.38882670565,15646.56583147828,7831.686486707821,8408.56724816869
1999-07-02,11711.28024356602,11182.38523071404,15594.21079758252,8060.139972398644,8399.05880545854
1999-07-05,11708.26135365962,11182.38523071404,15425.032343903424,8569.558984750067,8395.328582461949
1999-07-06,11662.697136293824,11131.79672947652,15373.813322525984,9042.46854045018,8453.652897400952
1999-07-07,11757.579718090052,11255.184895876186,15322.862382171326,9344.54111387601,8519.424075426663
1999-07-08,12014.424075411109,11231.204367638717,15272.177844419415,9216.46537278547,8643.60786961047
1999-07-09,12159.0049733513,11373.17028104544,15221.758043211925,9747.736779724111,8717.445158945227
1999-07-12,12088.846374105491,11304.64684126142,15058.31031039896,9300.128663225378,8681.300878057704
1999-07-13,11958.901108706945,11214.359808757794,15008.978118152172,8989.449991921789,8571.845304730005
1999-07-14,12255.203686913692,11287.798916207796,14959.902279758178,8373.09667076982,8681.838846575356
1999-07-15,12317.162780432473,11471.914444606044,14911.08120265559,8872.623633126488,8682.45897792154
1999-07-16,12459.795498484922,11620.234810429003,14862.513305933311,9571.069073009314,8668.400440159741
1999-07-19,12340.349744193732,11437.134736161315,14704.553688304311,9643.102212037727,8749.69000488689
1999-07-20,11905.227586868732,10939.925832398483,14657.02740502817,9150.78438037396,8823.996582785532
1999-07-21,12161.629883958374,10973.984324944133,14609.746339532743,8539.227087865105,8943.020113810928
1999-07-22,11814.558039235091,10681.7257174776,14562.708980229829,8743.207673688717,9055.400093554304
1999-07-23,11913.692363474487,10617.744849464218,14515.913826514956,7459.052894974828,9048.550715716276
1999-07-26,11568.703856120172,10473.366839854974,14363.211707247305,6932.338483748383,9064.18428832966
1999-07-27,11904.148350198291,10707.031275104968,14317.414444499684,7820.012232053322,8982.327777088432
1999-07-28,11981.0360201704,10746.53472178335,14271.851821238608,8082.481839951321,8905.316662967294
1999-07-29,11678.114056645198,10362.196172821616,14226.522402269446,9010.6161979836,8998.143378671683
1999-07-30,11713.858539640523,10171.256441296156,14181.42476275661,8487.07678152475,8991.312562186546
1999-08-02,11648.316893647105,10160.313876930612,14050.355403254296,8314.93974913415,8939.658007825712
1999-08-03,11497.302476999064,10069.811071552693,14022.6020868163,8548.794297967366,8910.497694800186
1999-08-04,11341.981562838408,9812.468833969717,13994.948119790644,8585.627293302332,8948.323214408723
1999-08-05,11490.319108695858,9937.79577265334,13967.39309312054,7944.806088475382,8956.416210602012
1999-08-06,11372.73582306232,9734.090530338462,13939.936599776913,7930.722091887904,8934.6835577546
1999-08-09,11237.199872330111,9696.153274812978,13844.575027681194,8113.054107612322,8920.424402946668
